search_group,city,title,url,source,published_date,text_snippet,thesis_relevance,found_at,article_type
DFR_Academic,Academic,Evaluating Baltimore's Aerial Investigation Research Pilot Program: Interim Report | RAND,http://rand.org/pubs/research_reports/RRA1131-2.html,,,"Evaluating Baltimore's Aerial Investigation Research Pilot Program: Interim Report | RAND

- Skip to page content

# Evaluating Baltimore's Aerial Investigation Research Pilot Program

Interim Report

[Andrew R. Morral](http://rand.org/about/people/m/morral_andrew_r.html), [Terry L. Schell](http://rand.org/about/people/s/schell_terry_l.html), [Rosanna Smart](http://rand.org/about/people/s/smart_rosanna.html), [Brandon Crosby](http://rand.org/pubs/authors/c/crosby_brandon.html), [Justin W. Lee](h",Academic DFR literature — peer-reviewed program evaluations,2026-04-15T20:44:45.387126,academic
DFR_Academic,Academic,Preliminary Findings from the Aerial Investigation Research Pilot Program | RAND,http://www.rand.org/pubs/research_reports/RRA1131-1.html,,,"Preliminary Findings from the Aerial Investigation Research Pilot Program | RAND

- Skip to page content

# Preliminary Findings from the Aerial Investigation Research Pilot Program

[Andrew R. Morral](http://www.rand.org/about/people/m/morral_andrew_r.html), [Terry L. Schell](http://www.rand.org/about/people/s/schell_terry_l.html), [Brandon Crosby](http://www.rand.org/pubs/authors/c/crosby_brandon.html), [Rosanna Smart](http://www.rand.org/about/people/s/smart_rosanna.html), [Rose Kerber](http:",Academic DFR literature — peer-reviewed program evaluations,2026-04-15T20:44:45.387183,academic
DFR_Academic,Academic,Evaluating Baltimore's Aerial Investigation Research Pilot Program,https://rand.org/pubs/working_papers/WRA1131-1.html,,2022-05-09T00:00:00.000Z,"Evaluating Baltimore's Aerial Investigation Research Pilot Program | RAND
* [Skip to page content](#page-content)
[![RAND](https://rand.org/etc/rand/designs/common/images/logo-corp.svg)](https://rand.org/)
[Toggle Menu](#main-nav)
[ToggleSearch](https://rand.org/search.html)
Search termsSubmit
# Evaluating Baltimore's Aerial Investigation Research Pilot Program
[Rosanna Smart](https://rand.org/about/people/s/smart_rosanna.html),[Andrew R. Morral](https://rand.org/about/people/m/morral_andrew_r.h",Academic DFR literature — peer-reviewed program evaluations,2026-04-15T20:44:44.478334,academic
DFR_Academic,Academic,Uncrewed Aerial Systems for Emergency Medical First Response: A Market Research Report - NASA Technical Reports Server (NTRS),https://ntrs.nasa.gov/citations/20240011617,,2024-01-09T00:00:00.000Z,"Uncrewed Aerial Systems for Emergency Medical First Response: A Market Research Report - NASA Technical Reports Server (NTRS)
![NASA Logo](https://ntrs.nasa.gov/assets/NASA_logo.svg)## NTRS
## NTRS - NASA Technical Reports Server
Search
more\_vert
Collections[About](https://sti.nasa.gov/what-is-the-ntrs/)[News](https://sti.nasa.gov/ntrs-news/)[Help](https://sti.nasa.gov/contact-us/)Login
Back to Results
Uncrewed Aerial Systems for Emergency Medical First Response: A Market Research ReportThis re",Academic DFR literature — peer-reviewed program evaluations,2026-04-15T20:44:43.539897,academic
DFR_Academic,Academic,From theory to practice: evaluating law enforcement drone programs in the southeast against PERF recommendations | Security Journal | Springer Nature Link,https://link.springer.com/article/10.1057/s41284-025-00526-9,,2025-12-22T00:00:00.000Z,"From theory to practice: evaluating law enforcement drone programs in the southeast against PERF recommendations | Security Journal | Springer Nature Link

# From theory to practice: evaluating law enforcement drone programs in the southeast against PERF recommendations

- Published: 22 December 2025
- [Open access](https://www.springernature.com/gp/open-science/about/the-fundamentals-of-open-access-and-open-research)
- Original Article

- Cite this article
- Volume 39, article number 10, (2026)",Academic DFR literature — peer-reviewed program evaluations,2026-04-15T20:44:44.478282,academic
DFR_General,General,Drone as First Responder: Practical Insights into Law Enforcement Implementation – Criminal Justice Technology Testing and Evaluation Center (CJTTEC),https://cjttec.org/drone-as-first-responder-practical-insights-into-law-enforcement-implementation/,"Written by:	 
	 
		Yujiemi Chisholm",,"Drone as First Responder: Practical Insights into Law Enforcement Implementation – Criminal Justice Technology Testing and Evaluation Center (CJTTEC)

# Drone as First Responder: Practical Insights into Law Enforcement Implementation

## Summary

Published January 2026

Drone as First Responder (DFR) programs are an emerging model in public safety where prepositioned drones are deployed to immediately respond to certain calls for service, providing aerial situational awareness often before offic","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:38.499910,news
DFR_General,General,"Redmond Police Department Recognized for Drone as First Responder Program • Redmond, WA",https://www.redmond.gov/CivicAlerts.asp?AID=2559,,,"Redmond Police Department Recognized for Drone as First Responder Program • Redmond, WA

[Info](https://www.redmond.gov/2241) [Immigration Resources Click for more information](https://www.redmond.gov/AlertCenter.aspx?AID=Immigration-Resources-78)

--

1. News Releases
2. [NewsFlash](https://www.redmond.gov/m/NewsFlash)
3. [Home](https://www.redmond.gov/)

The Redmond Police Department was recently awarded a Letter of Recognition by the Washington State Law Enforcement Drone Association (LEDA) f","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:38.499950,news
DFR_General,General,Ohio Department of Transportation Makes a Good Case for Their Drone Program’s Return on Investment | Commercial UAV News,https://www.commercialuavnews.com/infrastructure/ohio-department-of-transportation-makes-a-good-case-for-their-drone-roi,,2020-11-12T15:17:19.000Z,"Ohio Department of Transportation Makes a Good Case for Their Drone Program’s Return on Investment | Commercial UAV News

Government agencies around the world are looking at unmanned aerial vehicles (UAVs) as potential means to streamline certain operations deemed too risky or too cumbersome for humans and conventional methods. The eternal question is: How do we pay for it?

Convincing elected officials of the need to implement another costly program is one of the biggest hurdles that these gove","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:41.499491,news
DFR_General,General,Skydio & Axon Partnership | Skydio,https://skydio.com/blog/skydio-axon-public-safety-partnership,Skydio,2021-03-11T08:00:00.000Z,"Skydio & Axon Partnership | Skydio

The development of drone technology in the last decade has provided public safety agencies with increased flexibility in support of first responder operations. This is significant because of the almost 18,000 police agencies in the US, fewer than 200 have crewed aviation capabilities. Drones allow first responders everywhere to quickly achieve situational awareness with minimal risk to personnel while adding a new aerial perspective for digital evidence collec","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:42.518852,news
DFR_General,General,Skydio Partners With Axon | Skydio,https://skydio.com/blog/axon-and-skydio-partner-press,Skydio,2021-03-11T08:00:00.000Z,"Skydio Partners With Axon | Skydio

Exclusive partnership unlocks breakthrough real-time situational awareness with autonomous drones

SEATTLE, March 11, 2021 — [Axon](http://www.axon.com/)(Nasdaq: [AXON](https://markets.financialcontent.com/prnews/quote?Symbol=AAXN), the global leader in connected public safety technologies, and [Skydio](https://skydio.com/home), the leading U.S. drone manufacturer and world leader in autonomous flight, today announced a [strategic partnership](http://axon.com/","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:42.518920,news
DFR_General,General,Skydio and Axon Launch New Integration of Skydio Autonomous Drones with Axon Evidence,https://www.skydio.com/blog/press-skydio-integration-axon-evidence,,2021-11-01T23:40:00.000Z,"Axon Evidence + Skydio Autonomous Drones | Skydio
[Back to homepage](https://www.skydio.com/)
Contact[Careers](https://www.skydio.com/careers)US
[USEnglish](https://www.skydio.com/blog/press-skydio-integration-axon-evidence)[JA日本語](https://www.skydio.com/ja-jp)
[DFR](https://www.skydio.com/solutions/dfr)[Utilities](https://www.skydio.com/solutions/utilities)[National Security](https://www.skydio.com/solutions/national-security)[More Solutions](https://www.skydio.com/solutions)[Products](https://","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:42.518931,news
DFR_General,General,nfoldROI » The Business Case for LIDAR Technology in Local Government: A Cost-Benefit Analysis,https://nfoldroi.com/the-business-case-for-lidar-technology-in-local-government-a-cost-benefit-analysis/,,2025-01-15T00:51:54.000Z,"nfoldROI » The Business Case for LIDAR Technology in Local Government: A Cost-Benefit Analysis

### LIDAR Technology in Local Government: A Cost-Benefit Analysis

Local governments face increasing pressure to optimize operations, reduce costs, and improve service delivery while managing limited budgets.

This page demonstrates how Imagery/LIDAR technology offers a compelling return on investment for municipalities and counties through improved efficiency, reduced operational costs, and enhanced ","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:41.499532,news
DFR_General,General,"DFR in Action: Proven Results from SFPD, Redmond PD &amp; more | Skydio",https://skydio.com/resources/guides/guide-drone-as-first-responder-in-action-real-results,Commander Thomas Maguire,2025-08-15T00:00:00.000Z,"DFR in Action: Proven Results from SFPD, Redmond PD & more | Skydio
[Skydio](https://skydio.com/)
[Contact]()[Careers](https:///www.skydio.com/careers)US
[USEnglish](https://skydio.com/en-us)[JP日本語](https://skydio.com/ja-jp)
[DFR](https://skydio.com/solutions/dfr)[Utilities](https://skydio.com/solutions/utilities)[National Security](https://skydio.com/solutions/national-security)[More Solutions](https://skydio.com/solutions)[Products](https://skydio.com/products)[Resources](https://skydio.com/re","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:39.439554,news
DFR_General,General,Denver police drones: Privacy concerns amid pilot program,https://preprod.denverpost.com/2025/12/12/denver-police-drones-flock-skydio/,Shelly Bradbury  |  sbradbury@denverpost.com  | The Denver Post,2025-12-12T13:00:19.000Z,"Denver police drones: Privacy concerns amid pilot program

A Denver police drone hovers in the air over downtown on Thursday, Dec. 4, 2025. In mid-October, the Denver Police Department launched its new drones-as-first-responders pilot program, in which officers fly drones to respond to 911 calls. Sometimes a drone is the only police response to a call. (Photo by Hyoung Chang/The Denver Post)

Getting your [Trinity Audio](https://trinityaudio.ai/) player ready...

In a windowless room at Denver p","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:40.477798,news
DFR_General,General,Drone as First Responder (DFR) Program | City of Tampa,https://www.tampagov.net/police/transparency/dfr,,2026-02-13T16:59:43.000Z,"Drone as First Responder (DFR) Program | City of Tampa

# Drone as First Responder (DFR) Program

## DFR Program Overview ¶

The Tampa Police Department utilizes Drone as First Responder (DFR) technology to arrive at high-priority incidents quickly. By providing real-time aerial intelligence, we reduce response times, de-escalate volatile situations, and ensure the wellness of the community and the responding officers.

## Benefits & Uses

Expand All

## Emergency Response

Missing people, immin","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:39.439609,news
DFR_General,General,Drones For People Not Just Police and Corporations | American Civil Liberties Union,https://www.aclu.org/news/privacy-technology/drones-for-people-not-just-police-and-corporations,Jay Stanley,2026-03-26T14:17:35.000Z,"Drones For People Not Just Police and Corporations | American Civil Liberties Union 

 

[Live](https://www.aclu.org/news/immigrants-rights/live-coverage-birthright-citizenship-scotus-oral-arguments)

[Birthright Citizenship SCOTUS Arguments](https://www.aclu.org/news/immigrants-rights/live-coverage-birthright-citizenship-scotus-oral-arguments)

Skip navigation

 

[Back to News & Commentary](https://www.aclu.org/news/)

# Drones For People Not Just Police and Corporations

ACLU white paper warn","General DFR landscape — policy, effectiveness, privacy debates",2026-04-15T20:44:40.477836,news
Elizabeth_NJ_DFR,Elizabeth,Drone as First Responder (DFR) for Public Safety | Skydio,https://www.skydio.com/home-dfr/,,,"Drone as First Responder (DFR) for Public Safety | Skydio

# When lives are on the line, get Skydio in the air.

Give officers every advantage with a Drone as First Responder (DFR) program.

[Get started](https://www.skydio.com/home-dfr/?chat=sales#chat-with-us) Watch DFR demo

## More than 1000 agencies make an immediate impact with Skydio.

## DFR: A force multiplier for your agency.

Respond to calls in seconds, day or night. Provide live aerial intelligence to officers and your Real-Time Cri",Second DFR program — response time and deployment metrics,2026-04-15T20:44:32.684483,news
Elizabeth_NJ_DFR,Elizabeth,"Technical Assistance Response Unit (TARU) | Elizabeth, NJ",https://www.elizabethnj.org/492/Technical-Assistance-Response-Unit-TARU,,,"Technical Assistance Response Unit (TARU) | Elizabeth, NJ 

 

 

[Create a Website Account](https://www.elizabethnj.org/MyAccount/ProfileCreate)- Manage notification subscriptions, save form progress and more.

- [Website Sign In](https://www.elizabethnj.org/MyAccount)

 

 

 

 

1. [Home](https://www.elizabethnj.org/)
2. [City Hall](https://www.elizabethnj.org/101/City-Hall)
3. [Elizabeth Police Department](https://www.elizabethnj.org/627/Elizabeth-Police-Department)
4. [Bureaus](https://www",Second DFR program — response time and deployment metrics,2026-04-15T20:44:34.748392,news
Elizabeth_NJ_DFR,Elizabeth,Skydio DFR Command Makes Drone as First Responder Programs a Reality for Jurisdictions of All Sizes | Skydio,https://skydio.com/blog/announcing-skydio-dfr-command-for-public-safety-drone-as-first-responder-programs,Skydio,2024-09-25T08:30:00.000Z,"Skydio DFR Command Makes Drone as First Responder Programs a Reality for Jurisdictions of All Sizes | Skydio

While much of the neighborhood sleeps, a security company notifies 911 of triggered alarms at a business. An officer sitting in a precinct office a few miles away receives the GPS coordinates on her screen. With one click, the drone deploys from a nearby dock 1/2 mile from the incident, autonomously flying to the scene before dispatch has even assigned ground units. Overhead a minute lat",Second DFR program — response time and deployment metrics,2026-04-15T20:44:32.684473,news
Elizabeth_NJ_DFR,Elizabeth,N.J. agency launches drone-first response to boost speed and safety,https://www.police1.com/police-products/Police-Drones/n-j-agency-launches-drone-first-response-to-boost-speed-and-safety,,2025-07-11T13:49:00.000Z,"N.J. agency launches drone-first response to boost speed and safety

[REGISTER](https://www.police1.com/registration) [MY ACCOUNT](https://www.police1.com/my-account)

Trending Topics

[Drones](https://www.police1.com/police-products/Police-Drones/)

# N.J. agency launches drone-first response to boost speed and safety

## New FAA‑certified pilot team deploys Skydio X10d drones — powered by grants and forfeiture funds — to reach incident scenes in 35–45 seconds

July 11, 2025 09:49 AM

By Tom Kr",Second DFR program — response time and deployment metrics,2026-04-15T20:44:32.684410,news
Elizabeth_NJ_DFR,Elizabeth,Paterson police launch ‘Real Time’ Operations Center with drones,https://www.nj.com/news/2026/01/paterson-police-launch-real-time-operations-center-with-drones.html,Deion Johnson | NJ Advance Media for NJ.com,2026-01-22T20:05:21.000Z,"Paterson police launch ‘Real Time’ Operations Center with drones - nj.com

[All Access Sale - $1 a week for a whole year - Sale Ends 1/30/26](https://www.nj.com/digitalsubscription/inline/)

# Paterson police launch ‘Real Time’ Operations Center with drones

- Published: Jan. 22, 2026, 3:05 p.m.

Paterson Police Department file photofile

The Paterson Police Department has launched a new Real Time Operations Center and expanded its drone program, officials announced earlier this month, marking a",Second DFR program — response time and deployment metrics,2026-04-15T20:44:33.615900,news
